"ID";"Name";"NumberOfPersons";"global_id";"Year";"Month";
"2474";"Борис";"13";"292022935";"2017";"январь";
"2475";"Ян";"12";"292041277";"2017";"январь";
"2476";"Эмиль";"11";"292055317";"2017";"январь";
"2477";"Тихон";"10";"292080565";"2017";"январь";
"2478";"Эмир";"10";"292111359";"2017";"январь";
"2479";"Муслим";"10";"292133404";"2017";"январь";
"2480";"Филипп";"10";"292143138";"2017";"январь";
"2481";"Альберт";"9";"292153291";"2017";"январь";
"2482";"Юсуф";"9";"292162388";"2017";"январь";
"2483";"Гордей";"8";"292170987";"2017";"январь";
"2484";"Алим";"8";"292181679";"2017";"январь";
"2485";"Валерий";"8";"293832219";"2017";"январь";
"2486";"Марат";"7";"293837845";"2017";"январь";
"2487";"Арсен";"7";"293843780";"2017";"январь";
"2488";"Самир";"7";"293849523";"2017";"январь";
"2489";"Марсель";"7";"293855489";"2017";"январь";
"2490";"Эмин";"7";"293861278";"2017";"январь";
"2491";"Тамерлан";"7";"293866859";"2017";"январь";
"2492";"Родион";"7";"293873022";"2017";"январь";
"2493";"Ибрагим";"7";"293878475";"2017";"январь";
"2494";"Назар";"7";"293884595";"2017";"январь";
"2495";"Саид";"6";"293891747";"2017";"январь";
"2496";"Серафим";"6";"293898275";"2017";"январь";
"2497";"Билал";"6";"293906020";"2017";"январь";
"2498";"Рустам";"6";"293913686";"2017";"январь";
"2499";"Расул";"6";"293921531";"2017";"январь";
"2500";"Алинур";"6";"293928769";"2017";"январь";
"2501";"Максим";"224";"323600512";"2017";"февраль";
"2502";"Артём";"220";"323600513";"2017";"февраль";
"2503";"Александр";"215";"323600514";"2017";"февраль";
"2504";"Михаил";"210";"323600515";"2017";"февраль";
"2505";"Иван";"208";"323600516";"2017";"февраль";
"2506";"Даниил, Данила, Данил";"169";"323600517";"2017";"февраль";
"2507";"Дмитрий";"150";"323600518";"2017";"февраль";
"2508";"Андрей";"123";"323600519";"2017";"февраль";
"2509";"Матвей";"120";"323600520";"2017";"февраль";
"2510";"Кирилл";"118";"323600521";"2017";"февраль";
"2511";"Тимофей";"118";"323600522";"2017";"февраль";
"2512";"Егор";"116";"323600523";"2017";"февраль";
"2513";"Марк";"108";"323600524";"2017";"февраль";
"2514";"Илья";"96";"323600525";"2017";"февраль";
"2515";"Владимир";"93";"323600527";"2017";"февраль";
"2516";"Фёдор";"92";"323600528";"2017";"февраль";
"2517";"Алексей";"90";"323600529";"2017";"февраль";
"2518";"Роман";"82";"323600530";"2017";"февраль";
"2519";"Никита";"80";"323600531";"2017";"февраль";
"2520";"Константин";"77";"323600532";"2017";"февраль";
"2521";"Ярослав";"76";"323600533";"2017";"февраль";
"2522";"Лев";"68";"323600534";"2017";"февраль";
"2523";"Сергей";"68";"323600535";"2017";"февраль";
"2524";"Степан";"63";"323600536";"2017";"февраль";
"2525";"Арсений";"61";"323600537";"2017";"февраль";
"2526";"Владислав";"52";"323600538";"2017";"февраль";
"2527";"Павел";"52";"323600539";"2017";"февраль";
"2528";"Георгий";"50";"323600540";"2017";"февраль";
"2529";"Макар";"46";"323600541";"2017";"февраль";
"2530";"Тимур";"44";"323600542";"2017";"февраль";
"2531";"Давид";"44";"323600543";"2017";"февраль";
"2532";"Николай";"43";"323600544";"2017";"февраль";
"2533";"Мирон";"41";"323600545";"2017";"февраль";
"2534";"Григорий";"41";"323600546";"2017";"февраль";
"2535";"Денис";"40";"323600547";"2017";"февраль";
"2536";"Семён";"40";"323600548";"2017";"февраль";
"2537";"Пётр";"38";"323600549";"2017";"февраль";
"2538";"Глеб";"34";"323600550";"2017";"февраль";
"2539";"Артемий";"34";"323600551";"2017";"февраль";
"2540";"Евгений";"33";"323600552";"2017";"февраль";
"2541";"Леонид";"32";"323600553";"2017";"февраль";
"2542";"Виктор";"31";"323600554";"2017";"февраль";
"2543";"Руслан";"29";"323600555";"2017";"февраль";
"2544";"Богдан";"28";"323600556";"2017";"февраль";
"2545";"Игорь";"28";"323600557";"2017";"февраль";
"2546";"Даниэль";"26";"323600558";"2017";"февраль";
"2547";"Всеволод";"25";"323600559";"2017";"февраль";
"2548";"Платон";"25";"323600560";"2017";"февраль";
"2549";"Демид";"24";"323600561";"2017";"февраль";
"2550";"Антон";"23";"323600562";"2017";"февраль";
"2551";"Юрий";"23";"323600563";"2017";"февраль";
"2552";"Амир";"22";"323600576";"2017";"февраль";
"2553";"Адам";"22";"323600577";"2017";"февраль";
"2554";"Василий";"21";"323600578";"2017";"февраль";
"2555";"Артур";"19";"323600579";"2017";"февраль";
"2556";"Роберт";"19";"323600580";"2017";"февраль";
"2557";"Умар";"19";"323600581";"2017";"февраль";
"2558";"Лука";"19";"323600582";"2017";"февраль";
"2559";"Елисей";"17";"323600583";"2017";"февраль";
"2560";"Захар";"16";"323600584";"2017";"февраль";
"2561";"Вячеслав";"16";"323600585";"2017";"февраль";
"2562";"Станислав";"16";"323600586";"2017";"февраль";
"2563";"Савва";"16";"323600587";"2017";"февраль";
"2564";"Савелий";"16";"323600588";"2017";"февраль";
"2565";"Святослав";"14";"323600589";"2017";"февраль";
"2566";"Родион";"14";"323600590";"2017";"февраль";
"2567";"Мирослав";"14";"323600591";"2017";"февраль";
"2568";"Герман";"14";"323600592";"2017";"февраль";
"2569";"Дамир";"14";"323600593";"2017";"февраль";
"2570";"Мухаммад";"13";"323600594";"2017";"февраль";
"2571";"Филипп";"13";"323600595";"2017";"февраль";
"2572";"Олег";"12";"323600596";"2017";"февраль";
"2573";"Борис";"12";"323600597";"2017";"февраль";
"2574";"Эмир";"12";"323600598";"2017";"февраль";
"2575";"Гордей";"11";"323600599";"2017";"февраль";
"2576";"Али";"11";"323600600";"2017";"февраль";
"2577";"Вадим";"10";"323600601";"2017";"февраль";
"2578";"Валерий";"10";"323600602";"2017";"февраль";
"2579";"Мухаммед";"10";"323600603";"2017";"февраль";
"2580";"Саид";"8";"323600604";"2017";"февраль";
"2581";"Серафим";"8";"323600605";"2017";"февраль";
"2582";"Ян";"8";"323600606";"2017";"февраль";
"2583";"Эмиль";"7";"323600607";"2017";"февраль";
"2584";"Эмин";"7";"323600608";"2017";"февраль";
"2585";"Самир";"7";"323600609";"2017";"февраль";
"2586";"Тигран";"7";"323600610";"2017";"февраль";
"2587";"Тихон";"7";"323600611";"2017";"февраль";
"2588";"Леон";"7";"323600612";"2017";"февраль";
"2589";"Марсель";"7";"323600613";"2017";"февраль";
"2590";"Алихан";"7";"323600614";"2017";"февраль";
"2591";"Аким";"7";"323600615";"2017";"февраль";
"2592";"Алинур";"6";"323600616";"2017";"февраль";
"2593";"Ислам";"6";"323600617";"2017";"февраль";
"2594";"Марат";"6";"323600618";"2017";"февраль";
"2595";"Эрик";"6";"323600619";"2017";"февраль";
"2596";"Яков";"5";"323600620";"2017";"февраль";
"2597";"Нурислам";"5";"323600621";"2017";"февраль";
"2598";"Микаил";"5";"323600622";"2017";"февраль";
"2599";"Даян";"5";"323600623";"2017";"февраль";
"2600";"Исмаил";"5";"323600624";"2017";"февраль";
"2601";"Александр";"296";"340166741";"2017";"март";
"2602";"Даниил, Данила, Данил";"268";"340166772";"2017";"март";
"2603";"Михаил";"227";"340166798";"2017";"март";
"2604";"Иван";"220";"340166828";"2017";"март";
"2605";"Артём";"207";"340166862";"2017";"март";
"2606";"Максим";"193";"340166891";"2017";"март";
"2607";"Дмитрий";"171";"340166917";"2017";"март";
"2608";"Алексей";"131";"340166947";"2017";"март";
"2609";"Тимофей";"129";"340167044";"2017";"март";
"2610";"Кирилл";"128";"340167066";"2017";"март";
"2611";"Лев";"118";"340167604";"2017";"март";
"2612";"Матвей";"118";"340173167";"2017";"март";
"2613";"Егор";"107";"340179622";"2017";"март";
"2614";"Роман";"105";"340179972";"2017";"март";
"2615";"Илья";"104";"340180013";"2017";"март";
"2616";"Фёдор";"104";"340180046";"2017";"март";
"2617";"Марк";"102";"340180348";"2017";"март";
"2618";"Андрей";"101";"340362128";"2017";"март";
"2619";"Константин";"95";"340362222";"2017";"март";
"2620";"Владимир";"93";"340362282";"2017";"март";
"2621";"Никита";"88";"340362368";"2017";"март";
"2622";"Ярослав";"83";"340362443";"2017";"март";
"2623";"Сергей";"75";"340362517";"2017";"март";
"2624";"Степан";"66";"340366583";"2017";"март";
"2625";"Георгий";"62";"340366649";"2017";"март";
"2626";"Павел";"56";"340366727";"2017";"март";
"2627";"Глеб";"55";"340366822";"2017";"март";
"2628";"Давид";"53";"340367039";"2017";"март";
"2629";"Мирон";"53";"340367129";"2017";"март";
"2630";"Николай";"51";"340367313";"2017";"март";
"2631";"Арсений";"50";"340367384";"2017";"март";
"2632";"Григорий";"49";"340367506";"2017";"март";
"2633";"Тимур";"49";"340367598";"2017";"март";
"2634";"Макар";"47";"340367699";"2017";"март";
"2635";"Владислав";"45";"340367801";"2017";"март";
"2636";"Семён";"43";"340367899";"2017";"март";
"2637";"Евгений";"40";"340368040";"2017";"март";
"2638";"Богдан";"40";"340368170";"2017";"март";
"2639";"Пётр";"38";"340368902";"2017";"март";
"2640";"Денис";"36";"340369278";"2017";"март";
"2641";"Артемий";"35";"340369361";"2017";"март";
"2642";"Виктор";"34";"340369407";"2017";"март";
"2643";"Руслан";"33";"340369497";"2017";"март";
"2644";"Платон";"32";"340369557";"2017";"март";
"2645";"Амир";"32";"340369648";"2017";"март";
"2646";"Василий";"31";"340369707";"2017";"март";
"2647";"Даниэль";"30";"340369769";"2017";"март";
"2648";"Лука";"29";"340369877";"2017";"март";
"2649";"Юрий";"29";"340369935";"2017";"март";
"2650";"Леонид";"27";"340370003";"2017";"март";
"2651";"Артур";"25";"340370131";"2017";"март";
"2652";"Демид";"24";"340370258";"2017";"март";
"2653";"Захар";"24";"340370327";"2017";"март";
"2654";"Савелий";"24";"340370383";"2017";"март";
"2655";"Всеволод";"23";"340370448";"2017";"март";
"2656";"Антон";"23";"340370683";"2017";"март";
"2657";"Вячеслав";"22";"340370750";"2017";"март";
"2658";"Умар";"22";"340370838";"2017";"март";
"2659";"Мирослав";"21";"340370919";"2017";"март";
"2660";"Игорь";"20";"340381936";"2017";"март";
"2661";"Олег";"19";"340382588";"2017";"март";
"2662";"Тихон";"17";"340382694";"2017";"март";
"2663";"Роберт";"17";"340382782";"2017";"март";
"2664";"Адам";"17";"340382852";"2017";"март";
"2665";"Борис";"16";"340382947";"2017";"март";
"2666";"Святослав";"16";"340383026";"2017";"март";
"2667";"Станислав";"15";"340383203";"2017";"март";
"2668";"Мухаммад";"15";"340393997";"2017";"март";
"2669";"Елисей";"15";"340409431";"2017";"март";
"2670";"Вадим";"14";"340409529";"2017";"март";
"2671";"Леон";"14";"340414786";"2017";"март";
"2672";"Герман";"13";"340657030";"2017";"март";
"2673";"Гордей";"12";"340657060";"2017";"март";
"2674";"Али";"12";"340657084";"2017";"март";
"2675";"Савва";"11";"340657225";"2017";"март";
"2676";"Дамир";"11";"340657249";"2017";"март";
"2677";"Ян";"11";"340657273";"2017";"март";
"2678";"Эмир";"11";"340657297";"2017";"март";
"2679";"Алан";"10";"340657325";"2017";"март";
"2680";"Марсель";"10";"340657355";"2017";"март";
"2681";"Микаэль";"9";"340657390";"2017";"март";
"2682";"Нурислам";"9";"340657426";"2017";"март";
"2683";"Серафим";"9";"340657456";"2017";"март";
"2684";"Алинур";"9";"340657495";"2017";"март";
"2685";"Алихан";"8";"340657530";"2017";"март";
"2686";"Ефим";"8";"340657564";"2017";"март";
"2687";"Родион";"8";"340657613";"2017";"март";
"2688";"Самир";"8";"340657646";"2017";"март";
"2689";"Муслим";"8";"340657685";"2017";"март";
"2690";"Филипп";"8";"340657742";"2017";"март";
"2691";"Шамиль";"7";"340657793";"2017";"март";
"2692";"Эрик";"7";"340657962";"2017";"март";
"2693";"Яков";"7";"340657989";"2017";"март";
"2694";"Мартин";"7";"340658017";"2017";"март";
"2695";"Марат";"7";"340658043";"2017";"март";
"2696";"Камиль";"7";"340658070";"2017";"март";
"2697";"Ростислав";"7";"340658102";"2017";"март";
"2698";"Сулейман";"7";"340658132";"2017";"март";
"2699";"Имран";"7";"340658158";"2017";"март";
"2700";"Альберт";"7";"340658187";"2017";"март";
"2701";"Александр";"245";"423004402";"2017";"апрель";
"2702";"Михаил";"211";"423004403";"2017";"апрель";
"2703";"Даниил, Данила, Данил";"202";"423004404";"2017";"апрель";
"2704";"Артём";"197";"423004407";"2017";"апрель";
"2705";"Максим";"188";"423004408";"2017";"апрель";
"2706";"Иван";"174";"423004409";"2017";"апрель";
"2707";"Дмитрий";"149";"423004410";"2017";"апрель";
"2708";"Марк";"125";"423096912";"2017";"апрель";
"2709";"Кирилл";"122";"423004411";"2017";"апрель";
"2710";"Егор";"119";"423004412";"2017";"апрель";
"2711";"Никита";"115";"423004413";"2017";"апрель";
"2712";"Матвей";"114";"423004421";"2017";"апрель";
"2713";"Алексей";"113";"423004422";"2017";"апрель";
"2714";"Тимофей";"101";"423004423";"2017";"апрель";
"2715";"Владимир";"95";"423005263";"2017";"апрель";
"2716";"Илья";"94";"423005266";"2017";"апрель";
"2717";"Фёдор";"94";"423007841";"2017";"апрель";
"2718";"Андрей";"82";"423007842";"2017";"апрель";
"2719";"Ярослав";"82";"423007843";"2017";"апрель";
"2720";"Роман";"79";"423007844";"2017";"апрель";
"2721";"Лев";"78";"423007845";"2017";"апрель";
"2722";"Константин";"75";"423007847";"2017";"апрель";
"2723";"Степан";"71";"423007848";"2017";"апрель";
"2724";"Сергей";"62";"423007849";"2017";"апрель";
"2725";"Владислав";"62";"423007850";"2017";"апрель";
"2726";"Арсений";"57";"423007851";"2017";"апрель";
"2727";"Николай";"56";"423007853";"2017";"апрель";
"2728";"Павел";"54";"423007854";"2017";"апрель";
"2729";"Григорий";"54";"423007855";"2017";"апрель";
"2730";"Георгий";"53";"423007857";"2017";"апрель";
"2731";"Глеб";"46";"423007858";"2017";"апрель";
"2732";"Тимур";"45";"423007859";"2017";"апрель";
"2733";"Платон";"44";"423007860";"2017";"апрель";
"2734";"Макар";"40";"423007861";"2017";"апрель";
"2735";"Евгений";"38";"423007862";"2017";"апрель";
"2736";"Мирон";"36";"423007863";"2017";"апрель";
"2737";"Давид";"36";"423007865";"2017";"апрель";
"2738";"Денис";"35";"423007866";"2017";"апрель";
"2739";"Василий";"34";"423007867";"2017";"апрель";
"2740";"Леонид";"34";"423007870";"2017";"апрель";
"2741";"Семён";"32";"423007871";"2017";"апрель";
"2742";"Виктор";"32";"423007872";"2017";"апрель";
"2743";"Игорь";"31";"423007873";"2017";"апрель";
"2744";"Пётр";"30";"423007874";"2017";"апрель";
"2745";"Амир";"29";"423007875";"2017";"апрель";
"2746";"Богдан";"28";"423007876";"2017";"апрель";
"2747";"Руслан";"27";"423007877";"2017";"апрель";
"2748";"Юрий";"27";"423007878";"2017";"апрель";
"2749";"Савелий";"26";"423007879";"2017";"апрель";
"2750";"Захар";"26";"423007880";"2017";"апрель";
"2751";"Вячеслав";"24";"423007881";"2017";"апрель";
"2752";"Артемий";"24";"423007883";"2017";"апрель";
"2753";"Олег";"22";"423007884";"2017";"апрель";
"2754";"Святослав";"21";"423035714";"2017";"апрель";
"2755";"Артур";"20";"423035715";"2017";"апрель";
"2756";"Антон";"19";"423035716";"2017";"апрель";
"2757";"Елисей";"19";"423035754";"2017";"апрель";
"2758";"Роберт";"19";"423035803";"2017";"апрель";
"2759";"Умар";"19";"423035818";"2017";"апрель";
"2760";"Савва";"18";"423035819";"2017";"апрель";
"2761";"Всеволод";"18";"423035820";"2017";"апрель";
"2762";"Демид";"18";"423035821";"2017";"апрель";
"2763";"Адам";"17";"423035822";"2017";"апрель";
"2764";"Дамир";"17";"423036157";"2017";"апрель";
"2765";"Мухаммад";"17";"423037666";"2017";"апрель";
"2766";"Лука";"16";"423037897";"2017";"апрель";
"2767";"Али";"16";"423037898";"2017";"апрель";
"2768";"Вадим";"15";"423037900";"2017";"апрель";
"2769";"Даниэль";"15";"423037903";"2017";"апрель";
"2770";"Герман";"14";"423037905";"2017";"апрель";
"2771";"Тихон";"14";"423037965";"2017";"апрель";
"2772";"Гордей";"12";"423038009";"2017";"апрель";
"2773";"Ян";"12";"423038011";"2017";"апрель";
"2774";"Филипп";"11";"423038013";"2017";"апрель";
"2775";"Родион";"11";"423038019";"2017";"апрель";
"2776";"Клим";"10";"423038150";"2017";"апрель";
"2777";"Ислам";"9";"423038154";"2017";"апрель";
"2778";"Алихан";"9";"423038157";"2017";"апрель";
"2779";"Станислав";"9";"423038158";"2017";"апрель";
"2780";"Эмиль";"9";"423038263";"2017";"апрель";
"2781";"Эмир";"9";"423038272";"2017";"апрель";
"2782";"Алинур";"8";"423038277";"2017";"апрель";
"2783";"Валерий";"8";"423038287";"2017";"апрель";
"2784";"Аркадий";"7";"423038293";"2017";"апрель";
"2785";"Имран";"7";"423038312";"2017";"апрель";
"2786";"Карим";"7";"423038400";"2017";"апрель";
"2787";"Эрик";"7";"423038405";"2017";"апрель";
"2788";"Ростислав";"7";"423038431";"2017";"апрель";
"2789";"Рафаэль";"7";"423038474";"2017";"апрель";
"2790";"Леон";"7";"423038546";"2017";"апрель";
"2791";"Марсель";"7";"423038566";"2017";"апрель";
"2792";"Назар";"7";"423038631";"2017";"апрель";
"2793";"Муслим";"7";"423038763";"2017";"апрель";
"2794";"Мартин";"6";"423038764";"2017";"апрель";
"2795";"Усман";"6";"423038765";"2017";"апрель";
"2796";"Исмаил";"6";"423038766";"2017";"апрель";
"2797";"Идрис";"6";"423038821";"2017";"апрель";
"2798";"Гавриил";"6";"423038868";"2017";"апрель";
"2799";"Билал";"6";"423038869";"2017";"апрель";
"2800";"Ахмад";"6";"423038870";"2017";"апрель";
"2801";"Александр";"264";"478884257";"2017";"май";
"2802";"Максим";"239";"478884331";"2017";"май";
"2803";"Артём";"236";"478884399";"2017";"май";
"2804";"Михаил";"207";"478884469";"2017";"май";
"2805";"Даниил, Данила, Данил";"196";"478884538";"2017";"май";
"2806";"Иван";"191";"478884621";"2017";"май";
"2807";"Дмитрий";"172";"478884702";"2017";"май";
"2808";"Кирилл";"144";"478884777";"2017";"май";
"2809";"Андрей";"140";"478884883";"2017";"май";
"2810";"Никита";"123";"478884957";"2017";"май";
"2811";"Тимофей";"123";"479216208";"2017";"май";
"2812";"Матвей";"122";"479216243";"2017";"май";
"2813";"Марк";"119";"479216284";"2017";"май";
"2814";"Егор";"118";"479216317";"2017";"май";
"2815";"Лев";"100";"479216356";"2017";"май";
"2816";"Роман";"97";"479216407";"2017";"май";
"2817";"Ярослав";"96";"479216476";"2017";"май";
"2818";"Алексей";"93";"479216537";"2017";"май";
"2819";"Фёдор";"91";"479216582";"2017";"май";
"2820";"Владимир";"88";"479216637";"2017";"май";
"2821";"Илья";"87";"479216748";"2017";"май";
"2822";"Георгий";"86";"479216811";"2017";"май";
"2823";"Николай";"80";"479216858";"2017";"май";
"2824";"Константин";"78";"479216919";"2017";"май";
"2825";"Сергей";"72";"479216970";"2017";"май";
"2826";"Тимур";"65";"479217036";"2017";"май";
"2827";"Степан";"63";"479217112";"2017";"май";
"2828";"Владислав";"57";"479217160";"2017";"май";
"2829";"Глеб";"54";"479217197";"2017";"май";
"2830";"Арсений";"53";"479217240";"2017";"май";
"2831";"Григорий";"52";"479217298";"2017";"май";
"2832";"Платон";"52";"479217374";"2017";"май";
"2833";"Денис";"51";"479217455";"2017";"май";
"2834";"Виктор";"50";"479217519";"2017";"май";
"2835";"Давид";"48";"479217765";"2017";"май";
"2836";"Макар";"48";"479217822";"2017";"май";
"2837";"Пётр";"45";"479217884";"2017";"май";
"2838";"Мирон";"40";"479217907";"2017";"май";
"2839";"Павел";"38";"479217928";"2017";"май";
"2840";"Артемий";"38";"479217956";"2017";"май";
"2841";"Леонид";"33";"479217991";"2017";"май";
"2842";"Демид";"31";"479218029";"2017";"май";
"2843";"Богдан";"31";"479218065";"2017";"май";
"2844";"Игорь";"30";"479218100";"2017";"май";
"2845";"Василий";"28";"479218159";"2017";"май";
"2846";"Адам";"27";"479218201";"2017";"май";
"2847";"Евгений";"27";"479218243";"2017";"май";
"2848";"Амир";"26";"479218295";"2017";"май";
"2849";"Семён";"26";"479218348";"2017";"май";
"2850";"Умар";"26";"479218425";"2017";"май";
"2851";"Всеволод";"24";"479218470";"2017";"май";
"2852";"Юрий";"24";"479218529";"2017";"май";
"2853";"Герман";"23";"479218580";"2017";"май";
"2854";"Артур";"23";"479218633";"2017";"май";
"2855";"Антон";"23";"479218688";"2017";"май";
"2856";"Савелий";"23";"479218736";"2017";"май";
"2857";"Олег";"23";"479218798";"2017";"май";
"2858";"Руслан";"22";"479218856";"2017";"май";
"2859";"Вадим";"22";"479218926";"2017";"май";
"2860";"Елисей";"21";"479218985";"2017";"май";
"2861";"Захар";"21";"479219043";"2017";"май";
"2862";"Даниэль";"20";"479219112";"2017";"май";
"2863";"Вячеслав";"20";"479219162";"2017";"май";
"2864";"Мухаммад";"19";"479219204";"2017";"май";
"2865";"Тихон";"18";"479219290";"2017";"май";
"2866";"Савва";"17";"479219332";"2017";"май";
"2867";"Роберт";"17";"479219449";"2017";"май";
"2868";"Святослав";"17";"479219521";"2017";"май";
"2869";"Али";"16";"479219609";"2017";"май";
"2870";"Родион";"15";"479219644";"2017";"май";
"2871";"Ян";"15";"479219706";"2017";"май";
"2872";"Эмир";"15";"479219737";"2017";"май";
"2873";"Станислав";"14";"479219828";"2017";"май";
"2874";"Лука";"13";"479219893";"2017";"май";
"2875";"Мирослав";"13";"479219947";"2017";"май";
"2876";"Дамир";"12";"479220020";"2017";"май";
"2877";"Валерий";"11";"479220087";"2017";"май";
"2878";"Эмиль";"11";"479220159";"2017";"май";
"2879";"Яков";"10";"479220255";"2017";"май";
"2880";"Виталий";"10";"479220338";"2017";"май";
"2881";"Арсен";"10";"479220460";"2017";"май";
"2882";"Борис";"9";"479220567";"2017";"май";
"2883";"Алинур";"9";"479220725";"2017";"май";
"2884";"Анатолий";"9";"479220810";"2017";"май";
"2885";"Гордей";"9";"479220889";"2017";"май";
"2886";"Демьян";"9";"479220951";"2017";"май";
"2887";"Ибрагим";"8";"479221012";"2017";"май";
"2888";"Билал";"8";"479221085";"2017";"май";
"2889";"Юсуф";"8";"479221150";"2017";"май";
"2890";"Эмин";"7";"479221205";"2017";"май";
"2891";"Эльдар";"7";"479221265";"2017";"май";
"2892";"Ариет";"7";"479221330";"2017";"май";
"2893";"Алихан";"7";"479221398";"2017";"май";
"2894";"Ислам";"7";"479221441";"2017";"май";
"2895";"Леон";"7";"479221479";"2017";"май";
"2896";"Магомед";"7";"479221517";"2017";"май";
"2897";"Серафим";"7";"479221577";"2017";"май";
"2898";"Рамиль";"7";"479221623";"2017";"май";
"2899";"Филипп";"7";"479221675";"2017";"май";
"2900";"Тамерлан";"6";"479221741";"2017";"май";
"2901";"Александр";"293";"626765601";"2017";"июнь";
"2902";"Максим";"219";"626765688";"2017";"июнь";
"2903";"Даниил, Данила, Данил";"216";"626765799";"2017";"июнь";
"2904";"Артём";"212";"626765894";"2017";"июнь";
"2905";"Михаил";"210";"626765998";"2017";"июнь";
"2906";"Иван";"205";"626766048";"2017";"июнь";
"2907";"Дмитрий";"175";"626766124";"2017";"июнь";
"2908";"Кирилл";"154";"626766196";"2017";"июнь";
"2909";"Андрей";"144";"626766247";"2017";"июнь";
"2910";"Матвей";"135";"626766295";"2017";"июнь";
"2911";"Егор";"124";"628172301";"2017";"июнь";
"2912";"Тимофей";"118";"628172371";"2017";"июнь";
"2913";"Никита";"117";"628172406";"2017";"июнь";
"2914";"Владимир";"103";"628172462";"2017";"июнь";
"2915";"Фёдор";"110";"628172527";"2017";"июнь";
"2916";"Алексей";"99";"628172568";"2017";"июнь";
"2917";"Константин";"96";"628172661";"2017";"июнь";
"2918";"Марк";"96";"628172712";"2017";"июнь";
"2919";"Роман";"93";"628172799";"2017";"июнь";
"2920";"Илья";"92";"628172878";"2017";"июнь";
"2921";"Лев";"84";"628172998";"2017";"июнь";
"2922";"Николай";"82";"628173175";"2017";"июнь";
"2923";"Ярослав";"82";"628173238";"2017";"июнь";
"2924";"Павел";"68";"628173398";"2017";"июнь";
"2925";"Григорий";"68";"628173504";"2017";"июнь";
"2926";"Сергей";"59";"628173714";"2017";"июнь";
"2927";"Степан";"57";"628173764";"2017";"июнь";
"2928";"Владислав";"57";"628173846";"2017";"июнь";
"2929";"Давид";"56";"628173952";"2017";"июнь";
"2930";"Глеб";"53";"628173991";"2017";"июнь";
"2931";"Тимур";"53";"628174106";"2017";"июнь";
"2932";"Георгий";"50";"628174168";"2017";"июнь";
"2933";"Денис";"48";"628174240";"2017";"июнь";
"2934";"Арсений";"48";"628174303";"2017";"июнь";
"2935";"Артемий";"45";"628174459";"2017";"июнь";
"2936";"Мирон";"43";"628174504";"2017";"июнь";
"2937";"Макар";"41";"628174546";"2017";"июнь";
"2938";"Семён";"35";"628174617";"2017";"июнь";
"2939";"Евгений";"35";"628174787";"2017";"июнь";
"2940";"Пётр";"35";"628174855";"2017";"июнь";
"2941";"Амир";"33";"628175001";"2017";"июнь";
"2942";"Платон";"32";"628175175";"2017";"июнь";
"2943";"Рамазан";"32";"628175248";"2017";"июнь";
"2944";"Руслан";"29";"628175347";"2017";"июнь";
"2945";"Богдан";"29";"628175411";"2017";"июнь";
"2946";"Вадим";"28";"628175693";"2017";"июнь";
"2947";"Василий";"28";"628175804";"2017";"июнь";
"2948";"Адам";"28";"628175845";"2017";"июнь";
"2949";"Юрий";"28";"628175889";"2017";"июнь";
"2950";"Леонид";"26";"628175939";"2017";"июнь";
"2951";"Олег";"25";"628175987";"2017";"июнь";
"2952";"Умар";"25";"628176053";"2017";"июнь";
"2953";"Виктор";"25";"628176137";"2017";"июнь";
"2954";"Вячеслав";"23";"628176245";"2017";"июнь";
"2955";"Игорь";"22";"628176309";"2017";"июнь";
"2956";"Артур";"21";"628176434";"2017";"июнь";
"2957";"Савелий";"21";"628176570";"2017";"июнь";
"2958";"Демид";"20";"628176651";"2017";"июнь";
"2959";"Герман";"19";"628176779";"2017";"июнь";
"2960";"Елисей";"19";"628176870";"2017";"июнь";
"2961";"Всеволод";"18";"628176952";"2017";"июнь";
"2962";"Дамир";"18";"628177092";"2017";"июнь";
"2963";"Роберт";"18";"628177265";"2017";"июнь";
"2964";"Станислав";"18";"628177345";"2017";"июнь";
"2965";"Лука";"17";"628177450";"2017";"июнь";
"2966";"Захар";"17";"628177523";"2017";"июнь";
"2967";"Антон";"17";"628177591";"2017";"июнь";
"2968";"Арсен";"16";"628177663";"2017";"июнь";
"2969";"Святослав";"16";"628177802";"2017";"июнь";
"2970";"Борис";"15";"628177854";"2017";"июнь";
"2971";"Филипп";"14";"628178008";"2017";"июнь";
"2972";"Марат";"14";"628178296";"2017";"июнь";
"2973";"Мухаммад";"14";"628178380";"2017";"июнь";
"2974";"Тихон";"13";"628178435";"2017";"июнь";
"2975";"Даниэль";"12";"628178472";"2017";"июнь";
"2976";"Аркадий";"11";"628178525";"2017";"июнь";
"2977";"Гордей";"11";"628178570";"2017";"июнь";
"2978";"Рамзан";"11";"628178610";"2017";"июнь";
"2979";"Эмир";"10";"628178662";"2017";"июнь";
"2980";"Демьян";"10";"628178710";"2017";"июнь";
"2981";"Ибрагим";"10";"628178745";"2017";"июнь";
"2982";"Али";"10";"628178818";"2017";"июнь";
"2983";"Алан";"10";"628178883";"2017";"июнь";
"2984";"Имран";"9";"628178956";"2017";"июнь";
"2985";"Эмиль";"9";"628179023";"2017";"июнь";
"2986";"Родион";"9";"628179089";"2017";"июнь";
"2987";"Юсуф";"9";"628179127";"2017";"июнь";
"2988";"Яков";"8";"628179189";"2017";"июнь";
"2989";"Ян";"8";"628179262";"2017";"июнь";
