"ID";"Name";"NumberOfPersons";"global_id";"Year";"Month";
"1187";"Валерий";"10";"64204049";"2015";"декабрь";
"1188";"Марат";"10";"64204070";"2015";"декабрь";
"1189";"Серафим";"10";"64204081";"2015";"декабрь";
"1190";"Федор";"10";"64204102";"2015";"декабрь";
"1191";"Эмир";"10";"64205218";"2015";"декабрь";
"1192";"Алан";"9";"64205230";"2015";"декабрь";
"1193";"Алихан";"9";"64205247";"2015";"декабрь";
"1194";"Назар";"9";"64205260";"2015";"декабрь";
"1195";"Алинур";"8";"64205271";"2015";"декабрь";
"1196";"Аслан";"8";"64205282";"2015";"декабрь";
"1197";"Ибрагим";"8";"64205298";"2015";"декабрь";
"1198";"Ян";"8";"64205314";"2015";"декабрь";
"1199";"Анатолий";"7";"64205326";"2015";"декабрь";
"1200";"Арсен";"7";"64205337";"2015";"декабрь";
"1201";"Александр";"259";"64364501";"2016";"январь";
"1202";"Михаил";"234";"64364503";"2016";"январь";
"1203";"Максим";"214";"64364551";"2016";"январь";
"1204";"Артём";"209";"64506258";"2016";"январь";
"1205";"Иван";"203";"64506259";"2016";"январь";
"1206";"Даниил";"170";"64506261";"2016";"январь";
"1207";"Дмитрий";"155";"64506262";"2016";"январь";
"1208";"Илья";"127";"64506263";"2016";"январь";
"1209";"Тимофей";"127";"64506264";"2016";"январь";
"1210";"Андрей";"116";"64506265";"2016";"январь";
"1211";"Егор";"114";"64506266";"2016";"январь";
"1212";"Кирилл";"114";"64506267";"2016";"январь";
"1213";"Марк";"112";"64506268";"2016";"январь";
"1214";"Владимир";"106";"64506269";"2016";"январь";
"1215";"Алексей";"98";"64506270";"2016";"январь";
"1216";"Матвей";"92";"64506271";"2016";"январь";
"1217";"Никита";"87";"64506272";"2016";"январь";
"1218";"Роман";"84";"64506273";"2016";"январь";
"1219";"Николай";"73";"64506275";"2016";"январь";
"1220";"Сергей";"70";"64506279";"2016";"январь";
"1221";"Фёдор";"69";"64506280";"2016";"январь";
"1222";"Георгий";"67";"64506281";"2016";"январь";
"1223";"Константин";"67";"64506282";"2016";"январь";
"1224";"Ярослав";"67";"64506288";"2016";"январь";
"1225";"Степан";"65";"64506290";"2016";"январь";
"1226";"Лев";"64";"64506291";"2016";"январь";
"1227";"Владислав";"61";"64506292";"2016";"январь";
"1228";"Тимур";"57";"64506293";"2016";"январь";
"1229";"Глеб";"54";"64506294";"2016";"январь";
"1230";"Арсений";"53";"64506295";"2016";"январь";
"1231";"Павел";"53";"64506296";"2016";"январь";
"1232";"Платон";"49";"64506297";"2016";"январь";
"1233";"Семён";"47";"64506298";"2016";"январь";
"1234";"Денис";"44";"64506299";"2016";"январь";
"1235";"Евгений";"39";"64506300";"2016";"январь";
"1236";"Макар";"39";"64506301";"2016";"январь";
"1237";"Григорий";"38";"64506302";"2016";"январь";
"1238";"Виктор";"36";"64506303";"2016";"январь";
"1239";"Давид";"36";"64506305";"2016";"январь";
"1240";"Василий";"33";"64506307";"2016";"январь";
"1241";"Мирон";"32";"64506308";"2016";"январь";
"1242";"Богдан";"30";"64506309";"2016";"январь";
"1243";"Данила";"30";"64506310";"2016";"январь";
"1244";"Игорь";"30";"64506311";"2016";"январь";
"1245";"Антон";"29";"64506312";"2016";"январь";
"1246";"Амир";"29";"64506313";"2016";"январь";
"1247";"Леонид";"29";"64506314";"2016";"январь";
"1248";"Захар";"27";"64506315";"2016";"январь";
"1249";"Руслан";"26";"64506316";"2016";"январь";
"1250";"Артемий";"23";"64506317";"2016";"январь";
"1251";"Елисей";"23";"64506318";"2016";"январь";
"1252";"Олег";"23";"64506319";"2016";"январь";
"1253";"Артур";"22";"64506320";"2016";"январь";
"1254";"Юрий";"22";"64506321";"2016";"январь";
"1255";"Даниэль";"21";"64506322";"2016";"январь";
"1256";"Савелий";"21";"64506323";"2016";"январь";
"1257";"Вадим";"20";"64506325";"2016";"январь";
"1258";"Демид";"20";"64506326";"2016";"январь";
"1259";"Лука";"20";"64506327";"2016";"январь";
"1260";"Пётр";"20";"64506328";"2016";"январь";
"1261";"Умар";"20";"64506329";"2016";"январь";
"1262";"Всеволод";"19";"64506330";"2016";"январь";
"1263";"Филипп";"19";"64506331";"2016";"январь";
"1264";"Вячеслав";"18";"64506332";"2016";"январь";
"1265";"Адам";"16";"64506333";"2016";"январь";
"1266";"Герман";"16";"64506334";"2016";"январь";
"1267";"Родион";"16";"64506336";"2016";"январь";
"1268";"Дамир";"15";"64506337";"2016";"январь";
"1269";"Мухаммад";"15";"64506338";"2016";"январь";
"1270";"Роберт";"15";"64506339";"2016";"январь";
"1271";"Артем";"14";"64506340";"2016";"январь";
"1272";"Мирослав";"14";"64506341";"2016";"январь";
"1273";"Савва";"14";"64506342";"2016";"январь";
"1274";"Святослав";"13";"64506343";"2016";"январь";
"1275";"Серафим";"13";"64506344";"2016";"январь";
"1276";"Гордей";"12";"64512645";"2016";"январь";
"1277";"Данил";"12";"64512646";"2016";"январь";
"1278";"Борис";"11";"64512647";"2016";"январь";
"1279";"Тихон";"11";"64512648";"2016";"январь";
"1280";"Валерий";"10";"64512650";"2016";"январь";
"1281";"Эмиль";"10";"64512651";"2016";"январь";
"1282";"Ян";"10";"64512652";"2016";"январь";
"1283";"Али";"9";"64512653";"2016";"январь";
"1284";"Ибрагим";"9";"64512654";"2016";"январь";
"1285";"Станислав";"9";"64512655";"2016";"январь";
"1286";"Арсен";"8";"64512656";"2016";"январь";
"1287";"Билал";"8";"64512657";"2016";"январь";
"1288";"Ильяс";"8";"64512658";"2016";"январь";
"1289";"Имран";"8";"64512659";"2016";"январь";
"1290";"Марат";"8";"64512660";"2016";"январь";
"1291";"Айдар";"7";"64512661";"2016";"январь";
"1292";"Алихан";"7";"64512662";"2016";"январь";
"1293";"Назар";"7";"64512663";"2016";"январь";
"1294";"Яков";"7";"64512664";"2016";"январь";
"1295";"Анатолий";"6";"64512665";"2016";"январь";
"1296";"Данияр";"6";"64512666";"2016";"январь";
"1297";"Саид";"6";"64512667";"2016";"январь";
"1298";"Самир";"6";"64512668";"2016";"январь";
"1299";"Стефан";"6";"64512669";"2016";"январь";
"1300";"Тигран";"6";"64512670";"2016";"январь";
"1301";"Александр";"273";"140200633";"2016";"февраль";
"1302";"Михаил";"253";"140200834";"2016";"февраль";
"1303";"Максим";"235";"140201036";"2016";"февраль";
"1304";"Артём";"229";"140201231";"2016";"февраль";
"1305";"Иван";"208";"140201358";"2016";"февраль";
"1306";"Дмитрий";"176";"140201478";"2016";"февраль";
"1307";"Даниил";"158";"140201698";"2016";"февраль";
"1308";"Кирилл";"143";"140201871";"2016";"февраль";
"1309";"Андрей";"132";"140201996";"2016";"февраль";
"1310";"Марк";"125";"140202138";"2016";"февраль";
"1311";"Матвей";"123";"323277225";"2016";"февраль";
"1312";"Тимофей";"123";"323277229";"2016";"февраль";
"1313";"Илья";"112";"323277234";"2016";"февраль";
"1314";"Егор";"110";"323277239";"2016";"февраль";
"1315";"Ярослав";"110";"323277243";"2016";"февраль";
"1316";"Владимир";"109";"323277244";"2016";"февраль";
"1317";"Алексей";"106";"323277246";"2016";"февраль";
"1318";"Роман";"99";"323277247";"2016";"февраль";
"1319";"Никита";"98";"323277248";"2016";"февраль";
"1320";"Фёдор";"83";"323277249";"2016";"февраль";
"1321";"Павел";"80";"323277250";"2016";"февраль";
"1322";"Лев";"76";"323277251";"2016";"февраль";
"1323";"Сергей";"68";"323277252";"2016";"февраль";
"1324";"Степан";"68";"323277253";"2016";"февраль";
"1325";"Константин";"65";"323277254";"2016";"февраль";
"1326";"Владислав";"64";"323277256";"2016";"февраль";
"1327";"Георгий";"62";"323277257";"2016";"февраль";
"1328";"Арсений";"59";"323277260";"2016";"февраль";
"1329";"Тимур";"56";"323277261";"2016";"февраль";
"1330";"Макар";"52";"323277262";"2016";"февраль";
"1331";"Николай";"52";"323277264";"2016";"февраль";
"1332";"Глеб";"50";"323277265";"2016";"февраль";
"1333";"Денис";"49";"323277267";"2016";"февраль";
"1334";"Евгений";"45";"323277268";"2016";"февраль";
"1335";"Григорий";"44";"323277269";"2016";"февраль";
"1336";"Платон";"40";"323277270";"2016";"февраль";
"1337";"Давид";"39";"323277271";"2016";"февраль";
"1338";"Семён";"38";"323277272";"2016";"февраль";
"1339";"Данила";"34";"323277274";"2016";"февраль";
"1340";"Мирон";"34";"323277275";"2016";"февраль";
"1341";"Виктор";"33";"323277276";"2016";"февраль";
"1342";"Пётр";"32";"323277277";"2016";"февраль";
"1343";"Антон";"30";"323277278";"2016";"февраль";
"1344";"Амир";"29";"323277280";"2016";"февраль";
"1345";"Артемий";"29";"323277281";"2016";"февраль";
"1346";"Василий";"29";"323277282";"2016";"февраль";
"1347";"Богдан";"27";"323277283";"2016";"февраль";
"1348";"Игорь";"27";"323277284";"2016";"февраль";
"1349";"Вадим";"26";"323277285";"2016";"февраль";
"1350";"Всеволод";"26";"323277286";"2016";"февраль";
"1351";"Руслан";"26";"323277287";"2016";"февраль";
"1352";"Савва";"26";"323277288";"2016";"февраль";
"1353";"Юрий";"25";"323277289";"2016";"февраль";
"1354";"Олег";"23";"323277290";"2016";"февраль";
"1355";"Савелий";"23";"323277291";"2016";"февраль";
"1356";"Артур";"21";"323277292";"2016";"февраль";
"1357";"Даниэль";"21";"323277293";"2016";"февраль";
"1358";"Демид";"21";"323277294";"2016";"февраль";
"1359";"Эмир";"21";"323277295";"2016";"февраль";
"1360";"Леонид";"20";"323277296";"2016";"февраль";
"1361";"Родион";"20";"323277297";"2016";"февраль";
"1362";"Святослав";"19";"323277298";"2016";"февраль";
"1363";"Захар";"18";"323277299";"2016";"февраль";
"1364";"Вячеслав";"17";"323277300";"2016";"февраль";
"1365";"Лука";"17";"323277302";"2016";"февраль";
"1366";"Тихон";"17";"323277303";"2016";"февраль";
"1367";"Умар";"17";"323277304";"2016";"февраль";
"1368";"Филипп";"17";"323277305";"2016";"февраль";
"1369";"Али";"16";"323277306";"2016";"февраль";
"1370";"Артем";"16";"323277307";"2016";"февраль";
"1371";"Роберт";"16";"323277308";"2016";"февраль";
"1372";"Елисей";"15";"323277309";"2016";"февраль";
"1373";"Серафим";"15";"323277310";"2016";"февраль";
"1374";"Ян";"15";"323277311";"2016";"февраль";
"1375";"Станислав";"14";"323277312";"2016";"февраль";
"1376";"Анатолий";"13";"323277313";"2016";"февраль";
"1377";"Адам";"13";"323277315";"2016";"февраль";
"1378";"Герман";"13";"323277316";"2016";"февраль";
"1379";"Мирослав";"13";"323277317";"2016";"февраль";
"1380";"Федор";"13";"323277318";"2016";"февраль";
"1381";"Мухаммад";"12";"323277319";"2016";"февраль";
"1382";"Борис";"11";"323277320";"2016";"февраль";
"1383";"Гордей";"11";"323277321";"2016";"февраль";
"1384";"Данил";"11";"323277322";"2016";"февраль";
"1385";"Алихан";"10";"323277323";"2016";"февраль";
"1386";"Алекс";"9";"323277324";"2016";"февраль";
"1387";"Дамир";"9";"323277325";"2016";"февраль";
"1388";"Валерий";"8";"323277327";"2016";"февраль";
"1389";"Игнат";"8";"323277328";"2016";"февраль";
"1390";"Марат";"8";"323277329";"2016";"февраль";
"1391";"Назар";"8";"323277330";"2016";"февраль";
"1392";"Ростислав";"8";"323277331";"2016";"февраль";
"1393";"Самир";"8";"323277332";"2016";"февраль";
"1394";"Эмиль";"8";"323277333";"2016";"февраль";
"1395";"Ибрагим";"7";"323277334";"2016";"февраль";
"1396";"Петр";"7";"323277336";"2016";"февраль";
"1397";"Арсен";"6";"323277337";"2016";"февраль";
"1398";"Билал";"6";"323277338";"2016";"февраль";
"1399";"Виталий";"6";"323277339";"2016";"февраль";
"1400";"Леон";"6";"323277340";"2016";"февраль";
"1401";"Максим";"292";"167860283";"2016";"март";
"1402";"Александр";"279";"167860294";"2016";"март";
"1403";"Михаил";"250";"167860302";"2016";"март";
"1404";"Артём";"221";"167860307";"2016";"март";
"1405";"Даниил";"198";"167860316";"2016";"март";
"1406";"Иван";"195";"167860322";"2016";"март";
"1407";"Дмитрий";"182";"167860329";"2016";"март";
"1408";"Кирилл";"169";"167860337";"2016";"март";
"1409";"Илья";"155";"167860344";"2016";"март";
"1410";"Алексей";"145";"167860348";"2016";"март";
"1411";"Егор";"140";"169701197";"2016";"март";
"1412";"Матвей";"135";"169701231";"2016";"март";
"1413";"Владимир";"128";"169701252";"2016";"март";
"1414";"Тимофей";"128";"169701300";"2016";"март";
"1415";"Андрей";"126";"169701319";"2016";"март";
"1416";"Никита";"125";"169701338";"2016";"март";
"1417";"Марк";"116";"169701382";"2016";"март";
"1418";"Роман";"112";"169701403";"2016";"март";
"1419";"Лев";"99";"169701426";"2016";"март";
"1420";"Фёдор";"97";"169701443";"2016";"март";
"1421";"Константин";"89";"169701463";"2016";"март";
"1422";"Ярослав";"83";"169701483";"2016";"март";
"1423";"Сергей";"77";"169701515";"2016";"март";
"1424";"Арсений";"74";"169701537";"2016";"март";
"1425";"Владислав";"72";"169701556";"2016";"март";
"1426";"Степан";"72";"169701579";"2016";"март";
"1427";"Павел";"66";"169701603";"2016";"март";
"1428";"Георгий";"63";"169701628";"2016";"март";
"1429";"Денис";"61";"169701646";"2016";"март";
"1430";"Макар";"57";"169701669";"2016";"март";
"1431";"Глеб";"56";"169701692";"2016";"март";
"1432";"Григорий";"54";"169701713";"2016";"март";
"1433";"Тимур";"52";"169701741";"2016";"март";
"1434";"Евгений";"51";"169701758";"2016";"март";
"1435";"Николай";"51";"169701837";"2016";"март";
"1436";"Семён";"50";"169701859";"2016";"март";
"1437";"Давид";"45";"169701883";"2016";"март";
"1438";"Руслан";"41";"169701900";"2016";"март";
"1439";"Артемий";"40";"169701939";"2016";"март";
"1440";"Платон";"39";"169701957";"2016";"март";
"1441";"Леонид";"35";"169702553";"2016";"март";
"1442";"Данила";"34";"169702581";"2016";"март";
"1443";"Мирон";"34";"169702616";"2016";"март";
"1444";"Юрий";"34";"169702708";"2016";"март";
"1445";"Антон";"33";"169703112";"2016";"март";
"1446";"Савелий";"31";"169703132";"2016";"март";
"1447";"Игорь";"29";"169703156";"2016";"март";
"1448";"Амир";"28";"169703176";"2016";"март";
"1449";"Василий";"28";"169703197";"2016";"март";
"1450";"Виктор";"28";"169703244";"2016";"март";
"1451";"Всеволод";"28";"169703338";"2016";"март";
"1452";"Пётр";"26";"169703359";"2016";"март";
"1453";"Адам";"25";"169703384";"2016";"март";
"1454";"Вячеслав";"25";"169703406";"2016";"март";
"1455";"Елисей";"25";"169703432";"2016";"март";
"1456";"Богдан";"24";"169703665";"2016";"март";
"1457";"Захар";"24";"169703691";"2016";"март";
"1458";"Даниэль";"23";"169703715";"2016";"март";
"1459";"Артур";"20";"169703738";"2016";"март";
"1460";"Дамир";"20";"169703765";"2016";"март";
"1461";"Олег";"20";"169703790";"2016";"март";
"1462";"Тихон";"20";"169703817";"2016";"март";
"1463";"Филипп";"20";"169703843";"2016";"март";
"1464";"Вадим";"18";"169703872";"2016";"март";
"1465";"Герман";"18";"169703901";"2016";"март";
"1466";"Святослав";"18";"169703923";"2016";"март";
"1467";"Станислав";"17";"169703954";"2016";"март";
"1468";"Борис";"16";"169704022";"2016";"март";
"1469";"Мирослав";"16";"169704047";"2016";"март";
"1470";"Федор";"16";"169704074";"2016";"март";
"1471";"Родион";"15";"169704149";"2016";"март";
"1472";"Умар";"15";"169704171";"2016";"март";
"1473";"Али";"14";"169704191";"2016";"март";
"1474";"Роберт";"14";"169704214";"2016";"март";
"1475";"Савва";"14";"169704247";"2016";"март";
"1476";"Эмиль";"14";"169704270";"2016";"март";
"1477";"Арсен";"13";"169704296";"2016";"март";
"1478";"Артем";"13";"169704734";"2016";"март";
"1479";"Валерий";"13";"169704769";"2016";"март";
"1480";"Демид";"13";"169704804";"2016";"март";
"1481";"Демьян";"13";"169704836";"2016";"март";
"1482";"Виталий";"12";"169705220";"2016";"март";
"1483";"Данил";"11";"169705288";"2016";"март";
"1484";"Лука";"11";"169705318";"2016";"март";
"1485";"Ибрагим";"10";"169705359";"2016";"март";
"1486";"Эмир";"10";"169705387";"2016";"март";
"1487";"Камиль";"9";"169705421";"2016";"март";
"1488";"Назар";"9";"169705453";"2016";"март";
"1489";"Ариет";"8";"169705492";"2016";"март";
"1490";"Мухаммад";"8";"169705537";"2016";"март";
"1491";"Ростислав";"8";"169705566";"2016";"март";
"1492";"Серафим";"8";"169705601";"2016";"март";
"1493";"Тамерлан";"8";"169705639";"2016";"март";
"1494";"Эдуард";"8";"169705671";"2016";"март";
"1495";"Эмин";"8";"169705709";"2016";"март";
"1496";"Алинур";"7";"169705739";"2016";"март";
"1497";"Ильяс";"7";"169705770";"2016";"март";
"1498";"Марсель";"7";"169705808";"2016";"март";
"1499";"Мустафа";"7";"169705841";"2016";"март";
"1500";"Рафаэль";"7";"169705865";"2016";"март";
"1501";"Александр";"301";"169690603";"2016";"апрель";
"1502";"Артём";"266";"169691967";"2016";"апрель";
"1503";"Максим";"251";"169692007";"2016";"апрель";
"1504";"Михаил";"224";"169692043";"2016";"апрель";
"1505";"Иван";"218";"169692081";"2016";"апрель";
"1506";"Дмитрий";"198";"169692129";"2016";"апрель";
"1507";"Даниил";"181";"169692156";"2016";"апрель";
"1508";"Егор";"150";"169692188";"2016";"апрель";
"1509";"Кирилл";"148";"169692223";"2016";"апрель";
"1510";"Никита";"135";"169692265";"2016";"апрель";
"1511";"Андрей";"128";"323279058";"2016";"апрель";
"1512";"Илья";"113";"323279059";"2016";"апрель";
"1513";"Тимофей";"110";"323279060";"2016";"апрель";
"1514";"Владимир";"109";"323279061";"2016";"апрель";
"1515";"Марк";"108";"323279062";"2016";"апрель";
"1516";"рослав";"108";"323279063";"2016";"апрель";
"1517";"Матвей";"105";"323279064";"2016";"апрель";
"1518";"Алексей";"104";"323279065";"2016";"апрель";
"1519";"Роман";"95";"323279066";"2016";"апрель";
"1520";"Лев";"90";"323279067";"2016";"апрель";
"1521";"Фёдор";"86";"323279068";"2016";"апрель";
"1522";"Степан";"73";"323279069";"2016";"апрель";
"1523";"Георгий";"66";"323279070";"2016";"апрель";
"1524";"Николай";"66";"323279071";"2016";"апрель";
"1525";"Сергей";"66";"323279072";"2016";"апрель";
"1526";"Тимур";"59";"323279073";"2016";"апрель";
"1527";"Владислав";"57";"323279074";"2016";"апрель";
"1528";"Константин";"56";"323279075";"2016";"апрель";
"1529";"Павел";"56";"323279088";"2016";"апрель";
"1530";"Давид";"53";"323279092";"2016";"апрель";
"1531";"Макар";"53";"323279096";"2016";"апрель";
"1532";"Григорий";"52";"323279108";"2016";"апрель";
"1533";"Денис";"48";"323279112";"2016";"апрель";
"1534";"Платон";"48";"323279116";"2016";"апрель";
"1535";"Арсений";"47";"323279121";"2016";"апрель";
"1536";"Глеб";"46";"323279126";"2016";"апрель";
"1537";"Семён";"45";"323279134";"2016";"апрель";
"1538";"Данила";"40";"323279139";"2016";"апрель";
"1539";"Артемий";"37";"323279145";"2016";"апрель";
"1540";"Мирон";"35";"323279150";"2016";"апрель";
"1541";"Евгений";"33";"323279157";"2016";"апрель";
"1542";"Пётр";"32";"323279163";"2016";"апрель";
"1543";"Василий";"30";"323279168";"2016";"апрель";
"1544";"Руслан";"30";"323279174";"2016";"апрель";
"1545";"Савелий";"29";"323279177";"2016";"апрель";
"1546";"Вадим";"28";"323279182";"2016";"апрель";
"1547";"Виктор";"28";"323279186";"2016";"апрель";
"1548";"Вячеслав";"28";"323279194";"2016";"апрель";
"1549";"Юрий";"27";"323279199";"2016";"апрель";
"1550";"Артур";"26";"323279206";"2016";"апрель";
"1551";"Даниэль";"26";"323279210";"2016";"апрель";
"1552";"Амир";"25";"323279215";"2016";"апрель";
"1553";"Богдан";"25";"323279219";"2016";"апрель";
"1554";"Борис";"25";"323279224";"2016";"апрель";
"1555";"Тихон";"25";"323279228";"2016";"апрель";
"1556";"Антон";"24";"323279235";"2016";"апрель";
"1557";"Али";"24";"323279238";"2016";"апрель";
"1558";"Игорь";"23";"323279244";"2016";"апрель";
"1559";"Леонид";"23";"323279248";"2016";"апрель";
"1560";"Святослав";"23";"323279253";"2016";"апрель";
"1561";"Захар";"21";"323279257";"2016";"апрель";
"1562";"Всеволод";"19";"323279263";"2016";"апрель";
"1563";"Олег";"19";"323279267";"2016";"апрель";
"1564";"Умар";"18";"323279268";"2016";"апрель";
"1565";"Роберт";"17";"323279269";"2016";"апрель";
"1566";"Артем";"16";"323279270";"2016";"апрель";
"1567";"Филипп";"16";"323279271";"2016";"апрель";
"1568";"Адам";"14";"323279272";"2016";"апрель";
"1569";"Герман";"14";"323279273";"2016";"апрель";
"1570";"Лука";"14";"323279274";"2016";"апрель";
"1571";"Мирослав";"14";"323279275";"2016";"апрель";
"1572";"Мухаммад";"14";"323279276";"2016";"апрель";
"1573";"Гордей";"13";"323279277";"2016";"апрель";
"1574";"Родион";"13";"323279278";"2016";"апрель";
"1575";"Савва";"13";"323279279";"2016";"апрель";
"1576";"Дамир";"12";"323279281";"2016";"апрель";
"1577";"Демид";"12";"323279282";"2016";"апрель";
"1578";"Елисей";"12";"323279283";"2016";"апрель";
"1579";"Станислав";"12";"323279284";"2016";"апрель";
"1580";"Демьян";"11";"323279285";"2016";"апрель";
"1581";"Ростислав";"11";"323279286";"2016";"апрель";
"1582";"Серафим";"11";"323279287";"2016";"апрель";
"1583";"Тигран";"11";"323279288";"2016";"апрель";
"1584";"Арсен";"10";"323279289";"2016";"апрель";
"1585";"Ибрагим";"10";"323279290";"2016";"апрель";
"1586";"Данил";"9";"323279291";"2016";"апрель";
"1587";"Марсель";"9";"323279292";"2016";"апрель";
"1588";"Эмиль";"9";"323279293";"2016";"апрель";
"1589";"Яромир";"9";"323279294";"2016";"апрель";
"1590";"Анатолий";"8";"323279295";"2016";"апрель";
"1591";"Билал";"8";"323279296";"2016";"апрель";
"1592";"Виталий";"8";"323279297";"2016";"апрель";
"1593";"Марат";"8";"323279298";"2016";"апрель";
"1594";"Федор";"8";"323279299";"2016";"апрель";
"1595";"Эрик";"8";"323279300";"2016";"апрель";
"1596";"Алихан";"7";"323279301";"2016";"апрель";
"1597";"Валерий";"7";"323279302";"2016";"апрель";
"1598";"Ратмир";"7";"323279303";"2016";"апрель";
"1599";"Эмир";"7";"323279304";"2016";"апрель";
"1600";"Ян";"7";"323279305";"2016";"апрель";
"1601";"Александр";"289";"170907810";"2016";"май";
"1602";"Максим";"278";"170907811";"2016";"май";
"1603";"Артём";"254";"170907812";"2016";"май";
"1604";"Иван";"236";"170907813";"2016";"май";
"1605";"Михаил";"229";"170907814";"2016";"май";
"1606";"Дмитрий";"186";"170907815";"2016";"май";
"1607";"Даниил";"171";"170907816";"2016";"май";
"1608";"Егор";"152";"170907817";"2016";"май";
"1609";"Кирилл";"140";"170907818";"2016";"май";
"1610";"Тимофей";"126";"170907819";"2016";"май";
"1611";"Алексей";"125";"322907282";"2016";"май";
"1612";"Андрей";"123";"323279306";"2016";"май";
"1613";"Никита";"120";"323279307";"2016";"май";
"1614";"Матвей";"117";"323279308";"2016";"май";
"1615";"Илья";"110";"323279309";"2016";"май";
"1616";"Марк";"107";"323279310";"2016";"май";
"1617";"Ярослав";"105";"323279311";"2016";"май";
"1618";"Владимир";"102";"323279313";"2016";"май";
"1619";"Роман";"99";"323279314";"2016";"май";
"1620";"Лев";"98";"323279315";"2016";"май";
"1621";"Георгий";"93";"323279316";"2016";"май";
"1622";"Константин";"81";"323279317";"2016";"май";
"1623";"Фёдор";"79";"323279318";"2016";"май";
"1624";"Степан";"73";"323279319";"2016";"май";
"1625";"Сергей";"71";"323279320";"2016";"май";
"1626";"Глеб";"68";"323279321";"2016";"май";
"1627";"Николай";"68";"323279322";"2016";"май";
"1628";"Владислав";"62";"323279323";"2016";"май";
"1629";"Арсений";"61";"323279324";"2016";"май";
"1630";"Тимур";"61";"323279325";"2016";"май";
"1631";"Григорий";"54";"323279326";"2016";"май";
"1632";"Павел";"51";"323279327";"2016";"май";
"1633";"Семён";"46";"323279357";"2016";"май";
"1634";"Давид";"43";"323279378";"2016";"май";
"1635";"Мирон";"43";"323279389";"2016";"май";
"1636";"Платон";"43";"323279398";"2016";"май";
"1637";"Руслан";"43";"323282346";"2016";"май";
"1638";"Артемий";"42";"323282347";"2016";"май";
"1639";"Макар";"41";"323282348";"2016";"май";
"1640";"Денис";"39";"323282356";"2016";"май";
"1641";"Виктор";"37";"323282357";"2016";"май";
"1642";"Евгений";"35";"323282360";"2016";"май";
"1643";"Юрий";"35";"323282370";"2016";"май";
"1644";"Василий";"33";"323282381";"2016";"май";
"1645";"Леонид";"32";"323282382";"2016";"май";
"1646";"Вячеслав";"31";"323282383";"2016";"май";
"1647";"Савелий";"31";"323282384";"2016";"май";
"1648";"Антон";"30";"323282385";"2016";"май";
"1649";"Данила";"29";"323282391";"2016";"май";
"1650";"Вадим";"26";"323282395";"2016";"май";
"1651";"Пётр";"26";"323282397";"2016";"май";
"1652";"Елисей";"24";"323282398";"2016";"май";
"1653";"Олег";"24";"323282399";"2016";"май";
"1654";"Адам";"23";"323282400";"2016";"май";
"1655";"Даниэль";"23";"323282412";"2016";"май";
"1656";"Демид";"23";"323282413";"2016";"май";
"1657";"Захар";"23";"323282414";"2016";"май";
"1658";"Игорь";"23";"323282416";"2016";"май";
"1659";"Тихон";"22";"323282424";"2016";"май";
"1660";"Святослав";"21";"323282425";"2016";"май";
"1661";"Али";"20";"323282426";"2016";"май";
"1662";"Амир";"20";"323282427";"2016";"май";
"1663";"Богдан";"20";"323282428";"2016";"май";
"1664";"Артур";"19";"323282432";"2016";"май";
"1665";"Мирослав";"19";"323282438";"2016";"май";
"1666";"Филипп";"19";"323282450";"2016";"май";
"1667";"Лука";"17";"323282490";"2016";"май";
"1668";"Артем";"16";"323282504";"2016";"май";
"1669";"Мухаммад";"16";"323282513";"2016";"май";
"1670";"Умар";"16";"323282522";"2016";"май";
"1671";"Ян";"16";"323282527";"2016";"май";
"1672";"Дамир";"15";"323282541";"2016";"май";
"1673";"Борис";"14";"323282547";"2016";"май";
"1674";"Всеволод";"14";"323282558";"2016";"май";
"1675";"Серафим";"14";"323282563";"2016";"май";
"1676";"Родион";"13";"323282564";"2016";"май";
"1677";"Савва";"13";"323282565";"2016";"май";
"1678";"Эмир";"13";"323282615";"2016";"май";
"1679";"Роберт";"12";"323282626";"2016";"май";
"1680";"Станислав";"11";"323282643";"2016";"май";
"1681";"Тамерлан";"11";"323282655";"2016";"май";
"1682";"Виталий";"10";"323282665";"2016";"май";
"1683";"Герман";"10";"323282672";"2016";"май";
"1684";"Ибрагим";"10";"323282687";"2016";"май";
"1685";"Рустам";"10";"323282688";"2016";"май";
"1686";"Валерий";"9";"323282693";"2016";"май";
"1687";"Гордей";"9";"323282702";"2016";"май";
"1688";"Демьян";"9";"323282703";"2016";"май";
"1689";"Ислам";"9";"323282709";"2016";"май";
"1690";"Мартин";"9";"323282714";"2016";"май";
"1691";"Эмиль";"9";"323282715";"2016";"май";
"1692";"Анатолий";"8";"323282731";"2016";"май";
"1693";"Магомед";"8";"323282743";"2016";"май";
"1694";"Аслан";"7";"323282762";"2016";"май";
"1695";"Данил";"7";"323282782";"2016";"май";
"1696";"Леон";"7";"323282802";"2016";"май";
"1697";"Марсель";"7";"323282816";"2016";"май";
"1698";"Сулейман";"7";"323282834";"2016";"май";
"1699";"Федор";"7";"323282850";"2016";"май";
"1700";"Яков";"7";"323282869";"2016";"май";
"1701";"Александр";"333";"171626639";"2016";"июнь";
"1702";"Максим";"271";"171626640";"2016";"июнь";
"1703";"Михаил";"245";"171626641";"2016";"июнь";
"1704";"Иван";"239";"171626642";"2016";"июнь";
"1705";"Артём";"236";"171626643";"2016";"июнь";
"1706";"Дмитрий";"236";"171626644";"2016";"июнь";
